Product_Name,Pricing,Rating
Vivo V9 Pro (Nebula Purple| 64 GB),Rs.17990Upto ,4.536,354
Vivo Y53i (Crown Gold| 16 GB),Rs.8990Upto ,4.21,196
Vivo V7+ (Energetic Blue| 64 GB),Rs.22221Upto ,4.417,312
Vivo X5 (White| 16 GB),Rs.19899,2.833
Vivo Y51L (White| 16 GB),Rs.8990,4.13,884
Vivo V5Plus Limited Edition (Matte Black| 64 GB),Rs.25990Upto ,4.41,582
Vivo Y55S (Grey| 16 GB),Rs.13490Upto ,4.23,788
Vivo V9 Pro (Black| 64 GB),Rs.17990Upto ,4.536,354
Vivo Z10 (Gold| 32 GB),Rs.13149,4.249
Vivo Y55L (Gold| 16 GB),Rs.5999,4.21,451
Vivo Y55L (Grey| 16 GB),Rs.8499,4.21,451
Vivo V1 (Gold| 16 GB),Rs.13999,3.7174
Vivo V5s Perfect Selfie (Crown Gold| 64 GB),Rs.18990Upto ,4.315,538
Vivo V7 (Matte Black| 32 GB),Rs.18990Upto ,4.411,547
Vivo X21 (Black| 128 GB),Rs.36990Upto ,4.21,890
Vivo V15 Pro (Ruby Red| 128 GB),Rs.32000,4.52,822
Vivo V5 (Crown gold| 32 GB),Rs.17980,4.37,645
Vivo V17Pro (Glacier Ice White| 128 GB),Rs.25900,4.56,463
Vivo Y91 (Starry Black| 32 GB),Rs.8990,4.35,901
Vivo Y12 (Aqua Blue| 32 GB),Rs.10499,4.31,293
Vivo Y95 (Starry Black| 64 GB),Rs.14990,4.416,171
Vivo V7+ (Gold| 64 GB),Rs.20600,4.417,312
Vivo Y93 (Starry Black| 64 GB),Rs.14782,4.49,126
Vivo U20 (Racing Black| 64 GB),Rs.12970,4248
Vivo Y12 (Burgundy Red| 32 GB),Rs.12790,4.31,293
Vivo V9 (Gold| 64 GB),Rs.23970,4.589,349
Vivo V9 (Pearl Black (Golden Line)| 64 GB),Rs.18900,4.589,349
Vivo V9 Pro (Black| 64 GB),Rs.16300,4.376
Vivo Y83 Pro (Nebula Purple| 64 GB),Rs.14500,4.45,932
Vivo Y83 Pro (Gold| 64 GB),Rs.14500,4.45,932
Vivo Y81 (Black| 32 GB),Rs.14538,4.32,544
Vivo Y71 (Gold| 32 GB),Rs.10299,4.32,632
Vivo V11 Pro (Dazzling Gold| 64 GB),Rs.22654,4.528,373
Vivo Y69 (Gold| 32 GB),Rs.13990,4.35,480
Vivo Y53 (Matte Black| 16 GB),Rs.8490,4.25,879
Vivo V15 (Glamour Red| 64 GB),Rs.24990,4.434,285
